@relation dataset_ecoswap

@attribute product_id numeric
@attribute days_published numeric
@attribute interactions numeric
@attribute user_success_history numeric
@attribute user_rating {regular,malo,bueno}
@attribute location {barranquilla,medellin,bogota,cartagena,cali,'santa marta',riohacha}
@attribute exchange_successful {False,True}

@data
160,96,240,374,regular,barranquilla,False
526,95,26,439,regular,cartagena,False
1432,73,203,143,malo,cali,True
1943,15,449,135,malo,'santa marta',True
700,3,454,82,malo,barranquilla,True
103,29,93,156,regular,riohacha,False
1980,51,233,457,malo,barranquilla,True
168,13,375,80,regular,cartagena,True
1635,84,158,498,malo,bogota,False
980,90,79,158,regular,medellin,False
501,51,426,464,malo,riohacha,False
456,5,51,280,malo,cali,True
1762,91,115,145,regular,bogota,False
180,28,473,94,malo,barranquilla,True
332,7,302,212,regular,riohacha,False
757,41,134,490,malo,cali,True
446,52,407,339,regular,riohacha,True
628,99,130,477,malo,medellin,True
923,1,465,376,regular,'santa marta',True
1022,9,442,372,malo,riohacha,True
519,33,375,343,regular,'santa marta',True
588,99,85,353,malo,cartagena,False
558,44,69,466,regular,barranquilla,False
260,36,59,153,malo,'santa marta',False
1419,81,441,348,bueno,riohacha,True
1543,95,381,81,malo,bogota,True
394,32,316,190,malo,bogota,True
547,33,60,132,regular,cartagena,False
1089,38,473,336,bueno,barranquilla,True
476,90,136,81,regular,bogota,False
782,65,289,331,regular,bogota,True
1625,29,12,412,regular,medellin,False
404,9,474,84,regular,riohacha,True
355,69,89,163,regular,barranquilla,True
1275,17,366,66,bueno,riohacha,True
224,92,468,211,regular,riohacha,True
319,54,414,298,regular,barranquilla,True
1644,68,128,481,malo,'santa marta',False
806,95,79,495,malo,cali,False
618,76,136,211,malo,cali,False
1586,14,399,296,regular,riohacha,False
1455,85,472,156,malo,medellin,True
762,73,14,388,bueno,cartagena,False
1279,54,109,374,malo,'santa marta',False
1309,94,161,69,regular,bogota,True
1272,91,403,111,malo,cali,True
34,60,416,499,regular,cali,True
852,75,149,439,regular,cartagena,False
577,58,138,330,malo,cartagena,False
238,68,156,390,bueno,cartagena,True
1165,29,367,421,bueno,cartagena,True
919,61,485,178,malo,riohacha,True
77,93,356,436,regular,medellin,True
1875,99,393,375,regular,cartagena,True
234,90,497,465,malo,cartagena,True
603,89,68,446,malo,'santa marta',False
134,37,354,216,malo,'santa marta',False
924,5,483,290,malo,riohacha,True
1645,18,283,288,regular,medellin,True
744,76,12,145,bueno,barranquilla,True
474,58,156,232,regular,cali,False
1065,11,258,355,regular,barranquilla,False
1564,23,279,474,malo,barranquilla,False
125,73,152,124,regular,barranquilla,True
1985,46,41,246,regular,cartagena,False
1979,86,382,392,regular,medellin,True
719,85,341,274,regular,medellin,True
415,13,85,407,bueno,barranquilla,False
1530,49,366,283,malo,bogota,True
1392,19,342,142,malo,riohacha,True
1729,25,148,384,regular,bogota,True
276,57,217,113,regular,bogota,True
379,97,365,419,bueno,cartagena,True
1605,25,40,164,malo,medellin,False
707,33,272,61,malo,riohacha,False
1244,54,260,246,malo,cali,True
1398,1,270,297,regular,cali,False
482,1,2,197,malo,medellin,False
493,63,74,79,regular,cartagena,False
1386,74,213,176,regular,bogota,False
650,76,102,95,bueno,barranquilla,False
411,99,450,479,malo,cali,True
1984,76,305,77,malo,cali,True
1391,19,414,181,malo,medellin,True
1431,25,248,387,regular,medellin,True
1491,54,98,254,malo,riohacha,False
1545,81,168,401,regular,cartagena,False
1921,60,162,189,malo,cali,False
1333,51,107,149,regular,cartagena,False
74,54,147,51,bueno,medellin,True
1269,2,159,106,bueno,cartagena,False
178,57,14,116,regular,medellin,False
1457,57,403,344,regular,barranquilla,True
1282,71,314,218,regular,barranquilla,False
1190,29,405,369,bueno,riohacha,True
1239,1,359,367,bueno,riohacha,True
1792,10,432,241,malo,cali,True
41,51,348,288,malo,cali,True
842,94,178,381,regular,bogota,True
574,34,455,60,regular,medellin,True
1116,30,126,341,malo,'santa marta',False
102,41,445,487,malo,barranquilla,True
40,62,178,196,malo,cartagena,False
461,47,470,282,bueno,cartagena,True
641,39,381,98,malo,barranquilla,True
1620,32,366,448,malo,'santa marta',False
767,29,66,400,bueno,medellin,False
1674,71,364,300,malo,bogota,False
10,75,194,121,bueno,bogota,False
1050,70,78,366,bueno,medellin,False
1826,60,308,89,malo,medellin,False
1897,80,308,227,regular,cali,True
1877,39,35,406,malo,riohacha,False
941,48,232,230,bueno,bogota,True
327,14,369,224,malo,cali,False
1470,85,490,494,malo,'santa marta',True
361,64,159,103,malo,cali,False
1045,26,451,217,malo,bogota,True
1603,93,114,171,malo,medellin,False
129,33,96,167,regular,riohacha,True
612,59,232,489,regular,'santa marta',False
1896,47,26,351,bueno,riohacha,True
1810,17,121,395,regular,cartagena,False
73,6,122,166,malo,'santa marta',False
210,88,266,334,regular,'santa marta',True
1494,24,341,305,bueno,'santa marta',True
252,73,282,160,regular,medellin,True
1223,76,101,380,malo,cartagena,False
788,26,336,410,bueno,'santa marta',True
858,50,263,174,regular,medellin,False
1335,4,350,307,malo,cartagena,True
324,33,136,131,malo,'santa marta',False
932,45,183,408,malo,bogota,False
779,30,281,208,bueno,'santa marta',True
1310,87,401,90,malo,'santa marta',True
1456,27,305,394,malo,'santa marta',False
1630,16,129,68,regular,bogota,False
1512,17,424,462,malo,cali,True
1930,46,214,400,regular,medellin,True
1205,11,314,420,malo,barranquilla,False
1154,7,353,114,bueno,cali,True
106,65,207,148,malo,medellin,False
690,45,5,236,bueno,cartagena,False
1355,65,49,333,malo,cartagena,False
1121,83,135,153,malo,cali,True
1558,47,97,186,malo,riohacha,False
79,18,392,399,malo,bogota,True
965,7,10,286,malo,'santa marta',False
908,93,423,413,malo,barranquilla,True
1760,98,207,171,bueno,cali,True
1949,84,424,405,malo,cali,False
537,2,208,196,malo,barranquilla,False
634,23,149,405,regular,bogota,False
710,58,226,92,bueno,'santa marta',False
1109,60,268,406,bueno,cali,False
81,44,119,307,malo,riohacha,False
1500,20,66,373,malo,cali,False
698,39,149,273,bueno,barranquilla,False
